col,pp_bus,built_node_id,kv,lat,lon
1050,1155,tohoku_sub_198,66.0,37.92036,140.12531
1051,1156,tohoku_sub_199,66.0,37.90295,140.16983
1052,1157,tohoku_sub_200,66.0,38.068,140.13885
1053,1158,tohoku_sub_201,66.0,36.99977,140.89588
1054,1159,tohoku_sub_202,66.0,37.77496,140.45479
1055,1161,tohoku_sub_204,66.0,38.23831,140.89427
1056,1162,tohoku_sub_205,66.0,38.00799,140.18997
1057,1163,tohoku_sub_206,66.0,38.01065,140.15316
1058,1164,tohoku_sub_207,66.0,37.45683,140.32835
1059,1165,tohoku_sub_208,66.0,37.2618,140.99766
1060,1166,tohoku_sub_209,66.0,37.27711,140.95902
1061,1167,tohoku_sub_210,66.0,37.40643,140.38901
1062,1168,tohoku_sub_211@275,275.0,38.27716,140.99367
1063,1169,tohoku_sub_211@154,154.0,38.27716,140.99367
1064,1170,tohoku_sub_211@66,66.0,38.27716,140.99367
1065,1171,tohoku_sub_212,66.0,37.27655,140.36446
1066,1172,tohoku_sub_213,66.0,37.2841,140.27511
1067,1173,tohoku_sub_214,66.0,38.3119,141.03064
1068,1174,tohoku_sub_215,66.0,37.01446,140.84508
1069,1175,tohoku_sub_216@66,66.0,36.90355,140.76881
1070,1176,tohoku_sub_217,66.0,36.93487,140.84591
1071,1177,tohoku_sub_218@66,66.0,36.94513,140.86097
1072,1178,tohoku_sub_219@154,154.0,37.11406,140.87453
1073,1179,tohoku_sub_219@66,66.0,37.11406,140.87453
1074,1180,tohoku_sub_220,66.0,37.55426,140.12107
1075,1181,tohoku_sub_221,66.0,37.41255,140.37903
1076,1182,tohoku_sub_222,66.0,37.06701,140.87008
1077,1183,tohoku_sub_223,66.0,37.0684,140.84762
1078,1184,tohoku_sub_224,66.0,36.94323,140.88096
1079,1185,tohoku_sub_225@275,275.0,37.82486,140.22288
1080,1186,tohoku_sub_225@66,66.0,37.82486,140.22288
1081,1187,tohoku_sub_226,66.0,37.90744,140.09603
1082,1188,tohoku_sub_227,66.0,36.84778,140.77384
1083,1189,tohoku_sub_228,66.0,37.38815,140.39503
1084,1190,tohoku_sub_229,66.0,37.43062,140.58672
1085,1191,tohoku_sub_230,66.0,37.40074,140.62017
1086,1192,tohoku_sub_231,66.0,37.24639,140.36346
1087,1193,tohoku_sub_232,66.0,37.25471,140.38256
1088,1194,tohoku_sub_233,66.0,36.92826,140.83946
1089,1195,tohoku_sub_234@154,154.0,36.98508,140.83882
1090,1196,tohoku_sub_234@66,66.0,36.98508,140.83882
1091,1197,tohoku_sub_235@154,154.0,36.91459,140.82091
1092,1198,tohoku_sub_235@66,66.0,36.91459,140.82091
1093,1199,tohoku_sub_236@500,500.0,38.25533,140.64467
1094,1200,tohoku_sub_236@275,275.0,38.25533,140.64467
1095,1201,tohoku_sub_236@154,154.0,38.25533,140.64467
1096,1202,tohoku_sub_237,66.0,37.3833,140.35554
1097,1203,tohoku_sub_238,66.0,37.50545,140.39724
1098,1204,tohoku_sub_239,66.0,37.00456,140.87691
1099,1205,tohoku_sub_240,66.0,37.00219,140.87134
1100,1206,tohoku_sub_241,66.0,37.43842,140.50253
1101,1207,tohoku_sub_242,66.0,37.27746,140.86339
1102,1208,tohoku_sub_243@154,154.0,36.96737,140.05902
1103,1209,tohoku_sub_243@66,66.0,36.96737,140.05902
1104,1210,tohoku_sub_244,66.0,37.35552,140.98967
1105,1211,tohoku_sub_245,66.0,37.4835,140.99556
1106,1212,tohoku_sub_246,66.0,38.33315,140.36433
1107,1213,tohoku_sub_247@66,66.0,38.05007,140.75536
1108,1214,tohoku_sub_248,66.0,38.04468,140.76241
1109,1215,tohoku_sub_249,66.0,37.95474,140.89424
1110,1216,tohoku_sub_250,66.0,38.12385,140.90005
1111,1217,tohoku_sub_251,66.0,38.117,140.91839
1112,1218,tohoku_sub_252@275,275.0,38.16629,140.85397
1113,1219,tohoku_sub_252@154,154.0,38.16629,140.85397
1114,1220,tohoku_sub_253,66.0,38.05736,140.85674
1115,1221,tohoku_sub_254,66.0,38.19729,140.85991
1116,1222,tohoku_sub_255,66.0,37.57326,140.41938
1117,1223,tohoku_sub_256,66.0,38.04937,140.66118
1118,1224,tohoku_sub_257,66.0,37.36574,140.99236
1119,1225,tohoku_sub_258@275,275.0,38.16482,140.85075
1120,1226,tohoku_sub_258@154,154.0,38.16482,140.85075
1121,1227,tohoku_sub_259@66,66.0,37.48475,140.17119
1122,1228,tohoku_sub_260,66.0,38.29694,140.14992
1123,1229,tohoku_sub_261,66.0,38.16322,140.28646
1124,1230,tohoku_sub_262,66.0,38.21192,140.29115
1125,1231,tohoku_sub_263,66.0,38.23189,140.29644
1126,1232,tohoku_sub_264,66.0,38.01682,140.14332
1127,1233,tohoku_sub_265,66.0,38.16502,140.28853
1128,1234,tohoku_sub_266@66,66.0,38.18851,140.08372
1129,1235,tohoku_sub_267@154,154.0,38.03249,140.11205
1130,1236,tohoku_sub_267@66,66.0,38.03249,140.11205
1131,1237,tohoku_sub_268,66.0,38.22482,140.87931
1132,1238,tohoku_sub_269@500,500.0,38.35279,140.75129
1133,1239,tohoku_sub_269@275,275.0,38.35279,140.75129
1134,1240,tohoku_sub_270,66.0,38.22609,140.85803
1135,1241,tohoku_sub_271@275,275.0,38.21584,140.74105
1136,1242,tohoku_sub_271@154,154.0,38.21584,140.74105
1137,1243,tohoku_sub_271@66,66.0,38.21584,140.74105
1138,1244,tohoku_sub_272,66.0,36.80291,140.74367
1139,1245,tohoku_sub_273,66.0,38.18298,140.62456
1140,1246,tohoku_sub_274,66.0,38.17405,140.8801
1141,1247,tohoku_sub_275,66.0,38.07169,140.85256
1142,1248,tohoku_sub_276,66.0,38.30614,140.38267
1143,1249,tohoku_sub_277@154,154.0,38.21576,140.31439
1144,1250,tohoku_sub_277@66,66.0,38.21576,140.31439
1145,1251,tohoku_sub_278,66.0,38.16277,140.37583
1146,1252,tohoku_sub_279@275,275.0,38.27882,141.04068
1147,1253,tohoku_sub_279@154,154.0,38.27882,141.04068
1148,1254,tohoku_sub_280,154.0,38.33404,140.82987
1149,1255,tohoku_sub_281,154.0,38.32688,140.80819
1150,1256,tohoku_sub_282,66.0,38.10252,140.86008
1151,1257,tohoku_sub_283@275,275.0,37.33716,140.36613
1152,1258,tohoku_sub_283@154,154.0,37.33716,140.36613
1153,1259,tohoku_sub_283@66,66.0,37.33716,140.36613
1154,1260,tohoku_sub_284@154,154.0,37.16908,140.21994
1155,1261,tohoku_sub_284@66,66.0,37.16908,140.21994
1156,1262,tohoku_sub_285,66.0,37.10387,140.35786
1157,1263,tohoku_sub_286,66.0,37.03755,140.38248
1158,1264,tohoku_sub_287@66,66.0,37.1346,140.19773
1159,1265,tohoku_sub_288@154,154.0,37.16324,140.31997
1160,1266,tohoku_sub_288@66,66.0,37.16324,140.31997
1161,1267,tohoku_sub_289,66.0,37.20123,140.31438
1162,1268,tohoku_sub_290,66.0,37.35142,140.35552
1163,1269,tohoku_sub_291,66.0,37.15661,140.46109
1164,1270,tohoku_sub_292,66.0,37.77421,140.44975
1165,1271,tohoku_sub_293@275,275.0,37.605,140.62826
1166,1272,tohoku_sub_293@154,154.0,37.605,140.62826
1167,1273,tohoku_sub_293@66,66.0,37.605,140.62826
1168,1275,tohoku_sub_295,66.0,37.85654,140.5977
1169,1276,tohoku_sub_296@154,154.0,37.86936,140.54722
1170,1277,tohoku_sub_296@66,66.0,37.86936,140.54722
1171,1278,tohoku_sub_297,66.0,38.23889,140.85622
1172,1279,tohoku_sub_298@66,66.0,38.31761,140.70615
1173,1280,tohoku_sub_299,66.0,38.28008,140.74793
1174,1281,tohoku_sub_300,66.0,38.03408,140.86321
1175,1282,tohoku_sub_301,66.0,37.95603,140.77431
1176,1283,tohoku_sub_302@154,154.0,38.19845,140.89412
1177,1284,tohoku_sub_302@66,66.0,38.19845,140.89412
1178,1285,tohoku_sub_303,66.0,38.21852,140.89273
1179,1286,tohoku_sub_304,66.0,38.15789,140.86049
1180,1287,tohoku_sub_305,66.0,37.0457,140.8964
1181,1288,tohoku_sub_306,66.0,37.61198,140.98485
1182,1289,tohoku_sub_307,66.0,37.66272,140.60555
1183,1290,tohoku_sub_308,66.0,37.7899,140.90844
1184,1291,tohoku_sub_309,66.0,37.67885,140.98179
1185,1292,tohoku_sub_310,500.0,37.85097,140.94826
1186,1293,tohoku_sub_311@500,500.0,37.84332,140.93978
1187,1294,tohoku_sub_311@154,154.0,37.84332,140.93978
1188,1295,tohoku_sub_312,500.0,37.84456,140.94101
1189,1296,tohoku_sub_313,154.0,37.82819,140.9406
1190,1297,tohoku_sub_314,66.0,37.29538,140.639
1191,1298,tohoku_sub_315,66.0,37.28053,140.63388
1192,1300,tohoku_sub_317,66.0,37.86622,140.11982
1193,1301,tohoku_sub_318,66.0,37.4079,140.3184
1194,1302,tohoku_sub_319,154.0,37.07914,140.10657
1195,1303,tohoku_sub_320,66.0,38.30412,141.01267
1196,1304,tohoku_sub_321,66.0,38.24152,140.91114
1197,1305,tohoku_sub_322,66.0,36.97924,140.04555
1198,1306,tohoku_sub_323,66.0,38.25245,140.92035
1199,1307,tohoku_sub_324,66.0,38.26885,140.91038
1200,1309,tohoku_sub_326,66.0,37.33661,140.80719
1201,1310,tohoku_sub_327,66.0,37.10183,140.9826
1202,1311,tohoku_sub_328,66.0,37.16212,140.82594
1203,1312,tohoku_sub_329,66.0,37.0819,140.84552
1204,1313,tohoku_sub_330,66.0,37.07339,140.85744
1205,1314,tohoku_sub_331,66.0,38.00877,140.61691
1206,1315,tohoku_sub_332,66.0,38.04326,140.67289
1207,1316,tohoku_sub_333,154.0,37.90373,140.59644
1208,1317,tohoku_sub_334,66.0,37.82117,140.49326
1209,1318,tohoku_sub_335,66.0,37.82148,140.49477
1210,1319,tohoku_sub_336,66.0,37.80506,140.47458
1211,1320,tohoku_sub_337@154,154.0,37.8149,140.45937
1212,1321,tohoku_sub_337@66,66.0,37.8149,140.45937
1213,1322,tohoku_sub_338@154,154.0,37.84402,140.49982
1214,1323,tohoku_sub_338@66,66.0,37.84402,140.49982
1215,1324,tohoku_sub_339@154,154.0,38.21944,140.92073
1216,1325,tohoku_sub_339@66,66.0,38.21944,140.92073
1217,1326,tohoku_sub_340,66.0,38.25163,140.31956
1218,1327,tohoku_sub_341,66.0,38.25166,140.30658
1219,1328,tohoku_sub_342,66.0,38.25142,140.30935
1220,1329,tohoku_sub_343,66.0,38.26965,140.33378
1221,1330,tohoku_sub_344,66.0,38.27234,140.32578
1222,1331,tohoku_sub_345,66.0,38.30307,140.32658
1223,1332,tohoku_sub_346,66.0,37.92917,140.12646
1224,1333,tohoku_sub_347,66.0,37.98491,140.15177
1225,1334,tohoku_sub_348,66.0,38.00141,140.05363
1226,1335,tohoku_sub_349@275,275.0,37.4215,141.02648
1227,1336,tohoku_sub_349@66,66.0,37.4215,141.02648
1228,1337,tohoku_sub_350,66.0,37.79821,140.49908
1229,1338,tohoku_sub_351@66,66.0,37.75572,140.48487
1230,1339,tohoku_sub_352,66.0,37.7176,140.4975
1231,1340,tohoku_sub_353,66.0,37.73521,140.46029
1232,1341,tohoku_sub_354,66.0,37.72686,140.45057
1233,1342,tohoku_sub_355,66.0,37.72904,140.44459
1234,1343,tohoku_sub_356,66.0,37.6971,140.46217
1235,1344,tohoku_sub_357,66.0,37.69842,140.4956
1236,1345,tohoku_sub_358,66.0,37.67115,140.62392
1237,1346,tohoku_sub_359,154.0,37.83305,140.93915
1238,1347,tohoku_sub_360@500,500.0,37.83939,140.93794
1239,1348,tohoku_sub_360@154,154.0,37.83939,140.93794
1240,1349,tohoku_sub_361,66.0,37.83352,140.88809
1241,1351,tohoku_sub_363,275.0,37.6644,141.01563
1242,1352,tohoku_sub_364,66.0,37.53703,140.94736
1243,1353,tohoku_sub_365,66.0,37.63275,140.97777
1244,1354,tohoku_sub_366,66.0,37.62014,140.97888
1245,1355,tohoku_sub_367,66.0,37.64912,140.96519
1246,1356,tohoku_sub_368,66.0,38.03687,140.64172
1247,1357,tohoku_sub_369,66.0,38.03618,140.64475
1248,1358,tohoku_sub_370,66.0,38.21449,140.80966
1249,1359,tohoku_sub_371,66.0,38.20296,140.69836
1250,1360,tohoku_sub_372@66,66.0,38.11044,140.62326
1251,1361,tohoku_sub_373,66.0,38.09447,140.64414
1252,1362,tohoku_sub_374,66.0,38.11309,140.71472
1253,1363,tohoku_sub_375,66.0,38.06444,140.73258
1254,1364,tohoku_sub_376,66.0,37.99008,140.45865
1255,1365,tohoku_sub_377,66.0,37.96455,140.55474
1256,1366,tohoku_sub_378@500,500.0,38.00427,140.58468
1257,1367,tohoku_sub_378@66,66.0,38.00427,140.58468
1258,1368,tohoku_sub_380,66.0,37.99017,140.63695
1259,1369,tohoku_sub_381,66.0,38.27891,140.86675
1260,1370,tohoku_sub_382,66.0,38.25184,140.8827
1261,1371,tohoku_sub_383,66.0,37.35125,140.26604
1262,1372,tohoku_sub_384,66.0,36.8179,140.09539
1263,1373,tohoku_sub_385,66.0,37.30758,140.354
1264,1374,tohoku_sub_386,66.0,36.91661,140.12528
1265,1375,tohoku_sub_387,66.0,38.25252,140.87704
1266,1376,tohoku_sub_388,66.0,37.00487,140.72687
1267,1377,tohoku_sub_389,66.0,38.22721,140.8898
1268,1378,tohoku_sub_390,66.0,38.25717,140.84378
1269,1379,tohoku_sub_391,66.0,37.45531,141.01868
1270,1380,tohoku_sub_392,154.0,38.35284,140.85803
1271,1381,tohoku_sub_393,66.0,37.79549,140.37778
1272,1383,tohoku_sub_395,66.0,38.30396,141.50265
1273,1384,tohoku_sub_396,66.0,39.91665,139.93787
1274,1385,tohoku_sub_397@154,154.0,39.21641,139.97005
1275,1386,tohoku_sub_397@66,66.0,39.21641,139.97005
1276,1387,tohoku_sub_398@154,154.0,38.8973,139.85317
1277,1388,tohoku_sub_398@66,66.0,38.8973,139.85317
1278,1389,tohoku_sub_399,66.0,38.72183,139.80132
1279,1390,tohoku_sub_400,66.0,38.52542,139.78641
1280,1391,tohoku_sub_401@66,66.0,38.75117,139.83647
1281,1392,tohoku_sub_402@154,154.0,38.76583,139.88673
1282,1393,tohoku_sub_402@66,66.0,38.76583,139.88673
1283,1394,tohoku_sub_403,66.0,38.73871,139.77204
1284,1395,tohoku_sub_404,66.0,38.71301,139.828
1285,1396,tohoku_sub_405,66.0,38.76545,139.90289
1286,1398,tohoku_sub_407,66.0,39.01116,139.90538
1287,1399,tohoku_sub_408@154,154.0,38.96784,139.84491
1288,1400,tohoku_sub_408@66,66.0,38.96784,139.84491
1289,1401,tohoku_sub_409,154.0,38.9705,139.83544
1290,1402,tohoku_sub_410,66.0,38.89713,139.85167
1291,1403,tohoku_sub_411,66.0,38.99693,139.96799
1292,1404,tohoku_sub_412@154,154.0,38.98905,139.97109
1293,1405,tohoku_sub_412@66,66.0,38.98905,139.97109
1294,1406,tohoku_sub_413,66.0,38.71489,139.73733
1295,1407,tohoku_sub_414,66.0,39.88376,139.84843
1296,1408,tohoku_sub_415,66.0,39.90498,139.86682
1297,1409,tohoku_sub_416,66.0,39.20168,139.91389
1298,1410,tohoku_sub_417,66.0,39.22839,139.91351
1299,1411,tohoku_sub_418,66.0,39.28161,139.95948
1300,1412,tohoku_sub_419,66.0,38.58472,139.89506
1301,1413,tohoku_sub_420,66.0,38.5893,139.88079
1302,1414,tohoku_sub_421@154,154.0,38.54189,139.80726
1303,1415,tohoku_sub_421@66,66.0,38.54189,139.80726
1304,1416,tohoku_sub_422,66.0,38.53076,139.9527
1305,1417,tohoku_sub_423,66.0,38.83854,139.81353
1306,1418,tohoku_sub_424,66.0,38.7896,139.99689
1307,1419,tohoku_sub_425,66.0,38.85036,139.89015
1308,1420,tohoku_sub_426,66.0,38.88841,139.93931
1309,1421,tohoku_sub_427,66.0,38.91321,139.85961
1310,1422,tohoku_sub_428,154.0,38.91034,139.86798
1311,1423,tohoku_sub_429,66.0,38.66913,140.00393
1312,1424,tohoku_sub_430,66.0,38.72539,140.01267
1313,1425,tohoku_sub_431@66,66.0,39.17812,139.9419
1314,1426,tohoku_sub_432,154.0,38.9246,139.84129
1315,1427,tohoku_sub_433,66.0,38.56029,141.04979
1316,1428,tohoku_sub_434@500,500.0,38.60451,140.84931
1317,1429,tohoku_sub_434@275,275.0,38.60451,140.84931
1318,1430,tohoku_sub_434@154,154.0,38.60451,140.84931
1319,1431,tohoku_sub_434@66,66.0,38.60451,140.84931
1320,1432,tohoku_sub_435@154,154.0,39.65385,140.17461
1321,1433,tohoku_sub_435@66,66.0,39.65385,140.17461
1322,1434,tohoku_sub_436,66.0,39.35189,140.54667
1323,1435,tohoku_sub_437,66.0,39.47325,140.47212
1324,1436,tohoku_sub_438,154.0,39.6949,140.13807
1325,1437,tohoku_sub_439@66,66.0,39.69258,140.10714
1326,1438,tohoku_sub_440@154,154.0,39.69091,140.10874
1327,1439,tohoku_sub_440@66,66.0,39.69091,140.10874
1328,1440,tohoku_sub_441@275,275.0,38.63688,141.00773
1329,1441,tohoku_sub_441@66,66.0,38.63688,141.00773
1330,1442,tohoku_sub_442,66.0,38.85265,140.25251
1331,1443,tohoku_sub_443@275,275.0,39.69321,140.92789
1332,1444,tohoku_sub_443@66,66.0,39.69321,140.92789
1333,1445,tohoku_sub_444,154.0,39.63843,140.65997
1334,1446,tohoku_sub_445@275,275.0,39.81297,140.08561
1335,1447,tohoku_sub_445@154,154.0,39.81297,140.08561
1336,1448,tohoku_sub_445@66,66.0,39.81297,140.08561
1337,1449,tohoku_sub_446,66.0,39.82966,140.6411
1338,1450,tohoku_sub_447,66.0,39.77485,140.66838
1339,1451,tohoku_sub_448,66.0,39.8621,140.7048
1340,1452,tohoku_sub_449@275,275.0,38.70142,140.2505
1341,1453,tohoku_sub_449@154,154.0,38.70142,140.2505
1342,1454,tohoku_sub_449@66,66.0,38.70142,140.2505
1343,1455,tohoku_sub_450@275,275.0,39.16885,140.42713
1344,1456,tohoku_sub_450@66,66.0,39.16885,140.42713
1345,1457,tohoku_sub_451,66.0,38.57631,140.84902
1346,1458,tohoku_sub_452,66.0,38.58367,140.94518
1347,1459,tohoku_sub_453,66.0,39.75744,140.13346
1348,1460,tohoku_sub_454,66.0,39.86184,140.06282
1349,1461,tohoku_sub_455,66.0,39.15915,140.48257
1350,1462,tohoku_sub_456,66.0,39.1956,140.39
1351,1463,tohoku_sub_457,66.0,39.29022,140.43614
1352,1464,tohoku_sub_458@154,154.0,39.48818,140.50159
1353,1465,tohoku_sub_458@66,66.0,39.48818,140.50159
1354,1466,tohoku_sub_459,66.0,39.45488,140.48865
1355,1467,tohoku_sub_460,66.0,39.30266,140.56559
1356,1468,tohoku_sub_461,66.0,39.69666,140.97208
1357,1469,tohoku_sub_462,66.0,38.48789,140.38772
1358,1470,tohoku_sub_463,66.0,38.42363,140.39243
1359,1471,tohoku_sub_464,66.0,38.41695,140.30509
1360,1472,tohoku_sub_465@154,154.0,38.46007,140.30798
1361,1473,tohoku_sub_465@66,66.0,38.46007,140.30798
1362,1474,tohoku_sub_466,66.0,38.73744,141.02048
1363,1475,tohoku_sub_467,66.0,38.6585,140.99836
1364,1476,tohoku_sub_468,66.0,38.82429,140.98704
1365,1477,tohoku_sub_469,66.0,38.39904,140.37392
1366,1478,tohoku_sub_470,66.0,38.42099,140.37813
1367,1479,tohoku_sub_471,66.0,38.60254,140.37202
1368,1480,tohoku_sub_472,66.0,39.72734,140.08274
1369,1481,tohoku_sub_473,66.0,38.4218,140.39814
1370,1482,tohoku_sub_474,66.0,38.75399,140.51457
1371,1483,tohoku_sub_475,66.0,39.58745,140.56776
1372,1484,tohoku_sub_476@275,275.0,38.40001,141.02457
1373,1485,tohoku_sub_476@66,66.0,38.40001,141.02457
1374,1486,tohoku_sub_477@154,154.0,39.70273,141.06583
1375,1487,tohoku_sub_477@66,66.0,39.70273,141.06583
1376,1488,tohoku_sub_478,66.0,39.78015,140.9462
1377,1489,tohoku_sub_479,66.0,39.30374,141.04145
1378,1490,tohoku_sub_480,66.0,39.92459,141.00689
1379,1491,tohoku_sub_481,66.0,39.65941,140.23835
1380,1492,tohoku_sub_482,66.0,39.31282,141.00253
1381,1493,tohoku_sub_483,66.0,38.3804,140.26102
1382,1495,tohoku_sub_485,66.0,38.61961,140.41037
1383,1496,tohoku_sub_486,66.0,38.61447,140.40858
1384,1497,tohoku_sub_487,66.0,39.3832,140.05892
1385,1498,tohoku_sub_488,66.0,39.38269,140.07875
1386,1499,tohoku_sub_489,66.0,39.44888,140.1126
1387,1500,tohoku_sub_490,66.0,39.45089,140.15382
1388,1501,tohoku_sub_491,66.0,39.79791,140.93497
1389,1502,tohoku_sub_492,66.0,39.82993,140.86462
1390,1503,tohoku_sub_493,66.0,39.82765,140.86454
1391,1504,tohoku_sub_494,66.0,39.60755,140.33535
1392,1505,tohoku_sub_495,66.0,39.60684,140.08035
1393,1506,tohoku_sub_496,66.0,39.61999,140.15901
1394,1507,tohoku_sub_497,66.0,39.71985,140.13866
1395,1508,tohoku_sub_498,66.0,39.74912,140.08241
1396,1509,tohoku_sub_499,66.0,39.78313,140.07674
1397,1510,tohoku_sub_500,66.0,39.3064,140.91683
1398,1511,tohoku_sub_501,66.0,39.29354,140.8382
1399,1512,tohoku_sub_502,66.0,39.31183,140.78004
1400,1513,tohoku_sub_503,66.0,38.974,140.94922
1401,1514,tohoku_sub_504,66.0,39.74253,140.3424
1402,1515,tohoku_sub_505,66.0,39.5461,140.37265
1403,1516,tohoku_sub_506,66.0,39.60905,140.65023
1404,1517,tohoku_sub_507,66.0,39.06846,140.59593
1405,1518,tohoku_sub_508,66.0,39.05799,140.62611
1406,1519,tohoku_sub_509,66.0,39.02284,140.65168
1407,1520,tohoku_sub_510,66.0,39.06786,140.46282
1408,1521,tohoku_sub_511,66.0,39.35244,140.54886
1409,1522,tohoku_sub_512,66.0,39.46586,140.57962
1410,1523,tohoku_sub_513,154.0,39.40718,140.05634
1411,1524,tohoku_sub_514,66.0,39.21361,140.52787
1412,1525,tohoku_sub_515,66.0,39.71494,140.10791
1413,1526,tohoku_sub_516,66.0,39.70988,140.09006
1414,1527,tohoku_sub_517,66.0,39.7085,140.09085
1415,1528,tohoku_sub_518,66.0,39.12198,140.9557
1416,1529,tohoku_sub_519,66.0,39.67531,140.11297
1417,1530,tohoku_sub_520,66.0,39.74975,140.67587
1418,1531,tohoku_sub_521,66.0,39.75375,140.71864
1419,1532,tohoku_sub_522,66.0,39.73344,140.15387
1420,1535,tohoku_sub_525,66.0,39.16245,140.14344
1421,1536,tohoku_sub_526,66.0,39.22066,140.1624
1422,1537,tohoku_sub_527@154,154.0,38.40504,140.23644
1423,1538,tohoku_sub_527@66,66.0,38.40504,140.23644
1424,1539,tohoku_sub_528,66.0,39.01689,140.05187
1425,1540,tohoku_sub_529,66.0,38.79089,140.30332
1426,1541,tohoku_sub_530,66.0,38.74741,140.30353
1427,1542,tohoku_sub_531,66.0,38.74624,140.18075
1428,1543,tohoku_sub_532,66.0,38.71958,140.81328
1429,1544,tohoku_sub_533,66.0,38.64316,140.86676
1430,1545,tohoku_sub_534,66.0,38.44288,140.89825
1431,1546,tohoku_sub_535,66.0,38.4681,140.92524
1432,1547,tohoku_sub_536,66.0,38.56305,140.96473
1433,1548,tohoku_sub_537@154,154.0,38.51172,140.94987
1434,1549,tohoku_sub_537@66,66.0,38.51172,140.94987
1435,1550,tohoku_sub_538,66.0,38.59098,140.78226
1436,1552,tohoku_sub_540,66.0,39.69732,140.09886
1437,1553,tohoku_sub_541,66.0,38.75054,140.71847
1438,1555,tohoku_sub_543,275.0,39.05319,140.429
1439,1556,tohoku_sub_544,66.0,38.82331,140.80145
1440,1557,tohoku_sub_545,66.0,38.79749,140.83619
1441,1558,tohoku_sub_546,66.0,38.79364,140.65698
1442,1559,tohoku_sub_547,66.0,38.60465,140.16314
1443,1560,tohoku_sub_548,66.0,38.37064,140.36068
1444,1561,tohoku_sub_549,66.0,38.42189,140.4016
1445,1562,tohoku_sub_550,66.0,38.41803,140.4049
1446,1563,tohoku_sub_551,66.0,38.42214,140.39282
1447,1564,tohoku_sub_552@275,275.0,39.78183,140.05221
1448,1565,tohoku_sub_552@154,154.0,39.78183,140.05221
1449,1566,tohoku_sub_553@275,275.0,39.78342,140.05771
1450,1567,tohoku_sub_553@154,154.0,39.78342,140.05771
1451,1568,tohoku_sub_554,66.0,39.27615,140.55385
1452,1569,tohoku_sub_555,66.0,38.37011,140.85312
1453,1570,tohoku_sub_556@275,275.0,38.37775,140.88161
1454,1571,tohoku_sub_556@66,66.0,38.37775,140.88161
1455,1572,tohoku_sub_557,66.0,38.43449,141.3039
1456,1573,tohoku_sub_558@154,154.0,38.47364,141.21997
1457,1574,tohoku_sub_558@66,66.0,38.47364,141.21997
1458,1575,tohoku_sub_559@154,154.0,39.21656,141.08292
1459,1576,tohoku_sub_559@66,66.0,39.21656,141.08292
1460,1577,tohoku_sub_560@500,500.0,39.90491,141.17618
1461,1578,tohoku_sub_560@275,275.0,39.90491,141.17618
1462,1579,tohoku_sub_560@154,154.0,39.90491,141.17618
1463,1580,tohoku_sub_561@154,154.0,39.8981,141.16119
1464,1581,tohoku_sub_561@66,66.0,39.8981,141.16119
1465,1582,tohoku_sub_562,275.0,39.85116,141.16111
1466,1583,tohoku_sub_563,66.0,39.34368,141.8936
1467,1584,tohoku_sub_564,66.0,39.6416,141.92854
1468,1585,tohoku_sub_565,66.0,38.58659,141.23205
1469,1586,tohoku_sub_566@275,275.0,39.07462,141.19729
1470,1587,tohoku_sub_566@154,154.0,39.07462,141.19729
1471,1588,tohoku_sub_567@154,154.0,38.87552,141.54041
1472,1589,tohoku_sub_567@66,66.0,38.87552,141.54041
1473,1590,tohoku_sub_568@275,275.0,39.08541,141.1985
1474,1591,tohoku_sub_568@66,66.0,39.08541,141.1985
1475,1592,tohoku_sub_569,66.0,38.88926,141.57641
1476,1593,tohoku_sub_570@275,275.0,38.48117,141.23749
1477,1594,tohoku_sub_570@154,154.0,38.48117,141.23749
1478,1595,tohoku_sub_570@66,66.0,38.48117,141.23749
1479,1596,tohoku_sub_571@154,154.0,39.68034,141.11194
1480,1597,tohoku_sub_571@66,66.0,39.68034,141.11194
1481,1598,tohoku_sub_572@154,154.0,39.07539,141.71346
1482,1599,tohoku_sub_572@66,66.0,39.07539,141.71346
1483,1600,tohoku_sub_573@154,154.0,39.27802,141.86196
1484,1601,tohoku_sub_573@66,66.0,39.27802,141.86196
1485,1602,tohoku_sub_574@154,154.0,39.62442,141.87813
1486,1603,tohoku_sub_574@66,66.0,39.62442,141.87813
1487,1604,tohoku_sub_575,66.0,39.84267,141.79003
1488,1605,tohoku_sub_576,66.0,39.72978,141.13277
1489,1606,tohoku_sub_577@154,154.0,39.74367,141.10041
1490,1607,tohoku_sub_577@66,66.0,39.74367,141.10041
1491,1608,tohoku_sub_578,66.0,39.62481,141.15005
1492,1609,tohoku_sub_579,66.0,38.39203,141.0728
1493,1610,tohoku_sub_580,66.0,38.42012,141.14041
1494,1611,tohoku_sub_581,66.0,38.44837,141.25943
1495,1612,tohoku_sub_582,66.0,38.68632,141.2049
1496,1613,tohoku_sub_583,66.0,38.75193,141.14352
1497,1614,tohoku_sub_584,66.0,38.65301,141.27406
1498,1615,tohoku_sub_585,66.0,38.50957,141.29981
1499,1616,tohoku_sub_586,66.0,38.80738,141.0846
1500,1617,tohoku_sub_587,66.0,38.43713,141.44186
1501,1618,tohoku_sub_588,66.0,38.38527,141.08005
1502,1619,tohoku_sub_589,66.0,39.33296,141.52477
1503,1620,tohoku_sub_590@154,154.0,38.9421,141.09763
1504,1621,tohoku_sub_590@66,66.0,38.9421,141.09763
1505,1622,tohoku_sub_591,66.0,39.42274,141.12037
